,track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
110,55,0,keypoint,13.0694,2.73493,35.9545,VID_20220324_172826_F10.png,1515,649,0.0,0.0,0.0,1510.8,648.1,4.29367,1471.81,640.483,,
111,55,1,keypoint,13.0694,2.73493,35.9545,VID_20220324_172826_F-1.png,1542,700,0.0,0.0,0.0,1537.31,699.161,4.76255,1474.84,708.223,,
112,56,0,keypoint,11.7335,-8.17509,35.636,VID_20220324_172826_F10.png,1466,237,0.0,0.0,0.0,1461.76,239.661,5.00771,1428.78,261.11,,
113,56,1,keypoint,11.7335,-8.17509,35.636,VID_20220324_172826_F-1.png,1374,76,0.0,0.0,0.0,1370.01,79.9301,5.59902,1312.77,101.296,,
114,57,0,keypoint,11.6239,-6.10489,35.8749,VID_20220324_172826_F10.png,1458,317,0.0,0.0,0.0,1454.24,318.861,4.19214,1418.89,336.191,,
115,57,1,keypoint,11.6239,-6.10489,35.8749,VID_20220324_172826_F-1.png,1390,199,0.0,0.0,0.0,1386.66,201.376,4.09932,1329.19,220.269,,
116,58,0,keypoint,13.5679,-5.94453,35.5473,VID_20220324_172826_F10.png,1542,321,0.0,0.0,0.0,1536.85,322.796,5.45164,1499.94,337.891,,
117,58,1,keypoint,13.5679,-5.94453,35.5473,VID_20220324_172826_F-1.png,1496,175,0.0,0.0,0.0,1490.7,178.576,6.39607,1428.81,198.37,,
118,59,0,keypoint,13.6449,-8.01553,35.2928,VID_20220324_172826_F10.png,1550,239,0.0,0.0,0.0,1543.92,242.724,7.12696,1508.93,261.913,,
119,59,1,keypoint,13.6449,-8.01553,35.2928,VID_20220324_172826_F-1.png,1479,42,0.0,0.0,0.0,1471.62,48.2583,9.67995,1409.91,70.6809,,
120,60,0,baya,0.445179,-3.41598,35.7926,VID_20220324_172826_F10.png,1008,418,29.2605,1.88432,2.0056,1007.94,418.785,0.787441,1002.77,455.828,,
121,60,1,baya,0.445179,-3.41598,35.7926,VID_20220324_172826_F-1.png,944,439,33.7179,1.73829,1.73309,943.894,438.49,0.520693,900.64,451.78,,
122,61,0,baya,0.821566,-4.396,37.0256,VID_20220324_172826_F10.png,1022,388,25.9925,1.59365,1.55038,1021.91,387.644,0.366676,1014.8,423.142,,
123,61,1,baya,0.821566,-4.396,37.0256,VID_20220324_172826_F-1.png,990,393,30.2002,1.30278,1.31861,990.039,393.681,0.68244,947.83,407.442,,
124,62,0,baya,0.0,0.0,0.0,VID_20220324_172826_F10.png,1020,546,26.722,1.3394,1.31187,,,-1.0,,,,
125,62,1,baya,0.0,0.0,0.0,VID_20220324_172826_F-1.png,1030,570,30.8322,1.44186,1.44874,-4591.44,1412.82,-1.0,-4786.79,1492.4,,
126,63,0,baya,-2.09107,-0.794561,37.836,VID_20220324_172826_F10.png,911,519,25.5,1.85634,1.76486,910.963,518.315,0.686506,946.352,530.867,,
127,63,1,baya,-2.09107,-0.794561,37.836,VID_20220324_172826_F-1.png,948,548,28.8295,1.54602,1.55171,948.09,548.624,0.630907,908.187,558.351,,
128,64,0,baya,-0.401233,-0.937307,37.9333,VID_20220324_172826_F10.png,975,514,26.725,1.4721,1.50878,974.976,513.355,0.645418,989.836,545.759,,
129,64,1,baya,-0.401233,-0.937307,37.9333,VID_20220324_172826_F-1.png,999,537,30.4974,1.41982,1.41895,999.088,537.566,0.572373,957.822,547.584,,
130,65,0,baya,0.83014,-1.78864,37.3278,VID_20220324_172826_F10.png,1022,482,25.8174,1.28817,1.36713,1021.98,482.325,0.325142,1005.83,514.816,,
131,65,1,baya,0.83014,-1.78864,37.3278,VID_20220324_172826_F-1.png,1014,501,30.7877,1.05321,1.05687,1013.95,500.76,0.245835,971.218,511.932,,
132,66,0,baya,-1.00131,2.23978,37.5417,VID_20220324_172826_F10.png,952,627,24.8214,0.584097,0.563267,951.922,626.165,0.838929,967.494,593.65,,
133,66,1,baya,-1.00131,2.23978,37.5417,VID_20220324_172826_F-1.png,986,665,26.732,0.458267,0.457891,986.07,665.681,0.684734,944.346,672.663,,
134,67,0,baya,-1.50892,1.89397,36.5768,VID_20220324_172826_F10.png,931,615,19.2575,1.951,1.97758,931.035,615.628,0.62872,955.437,587.037,,
135,67,1,baya,-1.50892,1.89397,36.5768,VID_20220324_172826_F-1.png,940,659,20.4159,1.59592,1.59806,939.909,658.392,0.615179,897.866,665.845,,
136,68,0,baya,0.096044,0.331057,35.6083,VID_20220324_172826_F10.png,994,559,29.4054,0.550878,0.552645,993.99,558.824,0.175995,982.782,522.762,,
137,68,1,baya,0.096044,0.331057,35.6083,VID_20220324_172826_F-1.png,948,598,32.7416,0.420035,0.420559,948.013,598.156,0.156866,903.875,607.633,,
138,69,0,baya,-1.15472,0.791007,35.8461,VID_20220324_172826_F10.png,944,576,19.9203,1.65308,1.64947,943.984,575.898,0.103129,976.951,554.818,,
139,69,1,baya,-1.15472,0.791007,35.8461,VID_20220324_172826_F-1.png,921,618,20.3039,1.61489,1.61556,921.0,618.091,0.0913091,878.207,626.876,,
140,70,0,baya,-2.08785,0.296371,36.8594,VID_20220324_172826_F10.png,909,557,28.4478,2.5912,2.48135,908.99,557.144,0.14443,947.466,552.046,,
141,70,1,baya,-2.08785,0.296371,36.8594,VID_20220324_172826_F-1.png,924,595,30.5098,1.96972,1.98147,923.967,594.874,0.130397,883.015,603.806,,
142,71,0,baya,-1.11479,-3.20126,35.3819,VID_20220324_172826_F10.png,945,426,31.99,1.80756,1.86161,944.996,425.418,0.581743,958.309,461.106,,
